,DrugBank ID,Name,Type,protein_id,UniProt Name,Esophagus,Brain,Uterus,Lung,Skin,Testis,Small intestine,Adrenal gland,Pancreas,Muscle,Blood,Colon,Liver,Heart,Adipose tissue,Kidney,Thyroid,Spleen,Bladder,Ovary,Prostate,Stomach,Blood vessel,Nerve,Breast,Salivary gland,Vagina
1072,DB08865,Crizotinib,SmallMoleculeDrug,Q9UM73,ALK tyrosine kinase receptor,0.0,4.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2889999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,DB00887,Bumetanide,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator,0.0,0.0,0.0,3.353,0.0,0.0,3.201,0.0,3.4530000000000003,0.0,0.0,3.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,DB08820,Ivacaftor,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator,0.0,0.0,0.0,3.353,0.0,0.0,3.201,0.0,3.4530000000000003,0.0,0.0,3.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,DB01223,Aminophylline,SmallMoleculeDrug,Q92769,Histone deacetylase 2,0.0,4.813,3.404,3.4160000000000004,3.272,4.782,0.0,3.139,3.182,3.447,0.0,3.373,4.6080000000000005,3.408,0.0,3.388,3.097,3.185,3.1039999999999996,3.21,3.367,3.01,0.0,0.0,4.625,0.0,0.0
1079,DB01303,Oxtriphylline,SmallMoleculeDrug,Q92769,Histone deacetylase 2,0.0,4.813,3.404,3.4160000000000004,3.272,4.782,0.0,3.139,3.182,3.447,0.0,3.373,4.6080000000000005,3.408,0.0,3.388,3.097,3.185,3.1039999999999996,3.21,3.367,3.01,0.0,0.0,4.625,0.0,0.0
1082,DB02546,Vorinostat,SmallMoleculeDrug,Q92769,Histone deacetylase 2,0.0,4.813,3.404,3.4160000000000004,3.272,4.782,0.0,3.139,3.182,3.447,0.0,3.373,4.6080000000000005,3.408,0.0,3.388,3.097,3.185,3.1039999999999996,3.21,3.367,3.01,0.0,0.0,4.625,0.0,0.0
1088,DB00215,Citalopram,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,DB00245,Benzatropine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,DB00285,Venlafaxine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,DB00321,Amitriptyline,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,DB00344,Protriptyline,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,DB00458,Imipramine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,DB00472,Fluoxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,DB00476,Duloxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,DB00543,Amoxapine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,DB00579,Mazindol,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,DB00924,Cyclobenzaprine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,DB00988,Dopamine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,DB01104,Sertraline,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,DB01142,Doxepin,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,DB06148,Mianserin,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,DB06204,Tapentadol,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,DB06684,Vilazodone,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,DB06700,Desvenlafaxine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,DB06701,Dexmethylphenidate,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,DB08918,Levomilnacipran,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,0.0,4.647,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,4.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,DB00204,Dofetilide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,DB00276,Amsacrine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,DB00280,Disopyramide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,DB00455,Loratadine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,DB00457,Prazosin,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,DB00477,Chlorpromazine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,DB00557,Hydroxyzine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,DB00590,Doxazosin,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,DB00679,Thioridazine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,DB00908,Quinidine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,DB01035,Procainamide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,DB01069,Promethazine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,DB01074,Perhexiline,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,DB01100,Pimozide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,DB01218,Halofantrine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,DB00678,Losartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,0.0,4.533,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.0060000000000002,4.56,0.0,4.623,3.07,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,DB00876,Eprosartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,0.0,4.533,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.0060000000000002,4.56,0.0,4.623,3.07,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,DB01342,Forasartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,0.0,4.533,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.0060000000000002,4.56,0.0,4.623,3.07,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,DB01347,Saprisartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,0.0,4.533,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.0060000000000002,4.56,0.0,4.623,3.07,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,DB01349,Tasosartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,0.0,4.533,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.0060000000000002,4.56,0.0,4.623,3.07,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,DB08822,Azilsartan medoxomil,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,0.0,4.533,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.0060000000000002,4.56,0.0,4.623,3.07,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,DB13919,Candesartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,0.0,4.533,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.0060000000000002,4.56,0.0,4.623,3.07,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,DB00178,Ramipril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1332,DB00492,Fosinopril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1333,DB00519,Trandolapril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1334,DB00584,Enalapril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1335,DB00616,Candoxatril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1337,DB00691,Moexipril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1338,DB00790,Perindopril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1339,DB01180,Rescinnamine,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1340,DB01340,Cilazapril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1341,DB01348,Spirapril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,0.0,4.893,0.0,4.626,0.0,4.862,3.315,0.0,0.0,3.5010000000000003,3.7,0.0,4.588,4.743,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,4.671,0.0,0.0,0.0,0.0
1342,DB00655,Estrone,SmallMoleculeDrug,P04278,Sex hormone-binding globulin,0.0,0.0,0.0,0.0,0.0,4.5889999999999995,0.0,0.0,0.0,0.0,3.181,0.0,4.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,DB00890,Dienestrol,SmallMoleculeDrug,P04278,Sex hormone-binding globulin,0.0,0.0,0.0,0.0,0.0,4.5889999999999995,0.0,0.0,0.0,0.0,3.181,0.0,4.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,DB01094,Hesperetin,SmallMoleculeDrug,P04278,Sex hormone-binding globulin,0.0,0.0,0.0,0.0,0.0,4.5889999999999995,0.0,0.0,0.0,0.0,3.181,0.0,4.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,DB04573,Estriol,SmallMoleculeDrug,P04278,Sex hormone-binding globulin,0.0,0.0,0.0,0.0,0.0,4.5889999999999995,0.0,0.0,0.0,0.0,3.181,0.0,4.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,DB00223,Diflorasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,DB00240,Alclometasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,DB00253,Medrysone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,DB00288,Amcinonide,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,DB00324,Fluorometholone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,DB00351,Megestrol acetate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,DB00443,Betamethasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,DB00547,Desoximetasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,DB00620,Triamcinolone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,DB00635,Prednisone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,DB00687,Fludrocortisone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,DB00741,Hydrocortisone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,DB00764,Mometasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,DB00769,Hydrocortamate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,DB00838,Clocortolone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,DB00846,Flurandrenolide,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,DB00860,Prednisolone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,DB00896,Rimexolone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,DB00959,Methylprednisolone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,DB01013,Clobetasol propionate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,DB01130,Prednicarbate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,DB01222,Budesonide,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,DB01380,Cortisone acetate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,0.0,4.4910000000000005,4.564,3.1319999999999997,0.0,0.0,0.0,3.417,0.0,3.194,3.2539999999999996,0.0,4.657,0.0,3.125,4.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
